 ,Sr,Therapy Area,Condition,Molecule,Route of Administration,Country,Participants,Services,Sub Services,Channel,Adoption,Program Measure,Program benefit vs non-program,Source
183,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Nurse/AHP assistance,Inperson,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
184,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
185,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Website,Website,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
186,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,App,App,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
187,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Logistics,Home Delivery/Order,-,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
188,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
189,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Usage Support,Dose/inj training,Inperson,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
190,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
191,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
192,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Website,Website,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
193,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,App,App,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
194,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Logistics,Home Delivery/Order,-,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
195,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
196,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
197,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Patient Education,Nurse/AHP assistance,Inperson,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
198,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Medicine Routine,Reminders,Email/SMS/Mail,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
199,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Effective HCP Appointments,Patient care coordination,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
200,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Motivation/Confidence,ICP,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
201,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
202,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Psychosocial-Emotional,Patient communities-support,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
203,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Financial,Co-pay,Telephone,,Adherence_MPR_gr80%,31.0,https://doi.org/10.3111/13696998.2012.744316
204,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Persistence,11.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
205,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Persistence,11.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
206,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Logistics,Home Delivery/Order,Telephone,,Perc_Persistence,11.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
207,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_Persistence,11.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
208,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Inperson,,Perc_discontinuation,37.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
209,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation,37.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
210,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Usage Support,Dose/inj training,Inperson,,Perc_discontinuation,37.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
211,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Logistics,Home Delivery/Order,Telephone,,Perc_discontinuation,37.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
212,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_discontinuation,37.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
213,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Persistence_12mnth,8.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
214,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Persistence_12mnth,8.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
215,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Logistics,Home Delivery/Order,Telephone,,Perc_Persistence_12mnth,8.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
216,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_Persistence_12mnth,8.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
217,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Inperson,,Perc_discontinuation_12mnth,40.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
218,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,40.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
219,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Usage Support,Dose/inj training,Inperson,,Perc_discontinuation_12mnth,40.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
220,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Medicine Logistics,Home Delivery/Order,Telephone,,Perc_discontinuation_12mnth,40.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
221,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_discontinuation_12mnth,40.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
222,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
223,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
224,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
225,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,ICP,Telephone,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
226,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
227,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,,Email/SMS/Mail,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
228,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Psychosocial-Emotional,Patient communities-support,Email/SMS/Mail,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
229,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Financial,Co-pay,Telephone,,Perc_Persistence_12mnth,,https://doi.org/10.1080/03007995.2021.1918072
230,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
231,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
232,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Effective HCP Appointments,Patient care coordination,Telephone,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
233,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,ICP,Telephone,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
234,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
235,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,,Email/SMS/Mail,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
236,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Psychosocial-Emotional,Patient communities-support,Email/SMS/Mail,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
237,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Financial,Co-pay,Telephone,,Perc_Persistence_6mnth,,https://doi.org/10.1080/03007995.2021.1918072
238,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Medicine Routine,Reminders,Email/SMS/Mail,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
239,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Effective HCP Appointments,Patient care coordination,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
240,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,ICP,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
241,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
242,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,,Email/SMS/Mail,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
243,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Psychosocial-Emotional,Patient communities-support,Email/SMS/Mail,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
244,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Financial,Co-pay,Telephone,,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
245,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Medicine Routine,Reminders,Email/SMS/Mail,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
246,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Effective HCP Appointments,Patient care coordination,Telephone,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
247,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
248,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Psychosocial-Emotional,Patient communities-support,Email/SMS/Mail,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
249,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
250,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Medicine Routine,Reminders,Email/SMS/Mail,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
251,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,Coaching/Counseling,Telephone,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
252,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,,Email/SMS/Mail,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
253,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Psychosocial-Emotional,Patient communities-support,Email/SMS/Mail,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
254,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Financial,Co-pay,Telephone,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
255,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
256,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
257,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
258,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
259,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
260,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
261,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
262,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
263,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
264,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
265,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
266,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
267,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,PREM: Satisfaction_mean,,https://doi.org/10.2147/PPA.S293941
268,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
269,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
270,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
271,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
272,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
273,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
274,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
275,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
276,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
277,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
278,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
279,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
280,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
281,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
282,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
283,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
284,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
285,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
286,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
287,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
288,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
289,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
290,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
291,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
292,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,Perc_Persistence_24mnth,38.0,https://doi.org/10.2147/PPA.S293941
293,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
294,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Welcome Pack,Welcome Pack,,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
295,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
296,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
297,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
298,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
299,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Motivation/Confidence,ICP,Telephone,,Perc_Discontinuation_24mnth,67.0,https://doi.org/10.2147/PPA.S293941
300,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
301,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Website,Website,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
302,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,,Email/SMS/Mail,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
303,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Routine,Reminders,Telephone,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
304,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
305,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Persistence_6mnth,77.0,https://doi.org/10.1002/osp4.419
306,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Website,Website,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
307,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,,Email/SMS/Mail,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
308,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Routine,Reminders,Telephone,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
309,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
310,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
311,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Nurse/AHP assistance,Inperson,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
312,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Website,Website,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
